16137	0
28240	0
2198	1
22724	1
5376	1
17740	1
6302	1
11006	0
1509	0
14080	0
31776	1
1761	1
4830	1
2407	0
22492	1
16490	1
7013	1
24494	0
8888	0
8724	0
8709	1
29575	1
7073	1
4195	1
16123	1
14996	0
20739	0
13894	1
28630	0
12584	0
30421	1
7936	0
23301	0
30404	1
19727	1
24031	1
29135	0
24517	1
22874	1
31693	0
2896	1
9170	0
21329	0
10617	1
25468	1
6096	1
20139	1
11623	0
13468	0
15568	0
25028	1
9270	0
28043	0
9931	1
24703	1
24732	0
28445	1
7080	0
26705	1
24719	1
17481	0
22401	0
23626	1
12490	1
23580	0
17764	0
8764	0
25794	0
9874	0
9941	0
26427	0
12492	0
20007	0
19072	0
17617	1
6320	0
16549	0
20221	0
29476	0
31973	1
5546	0
27380	0
32654	0
17938	1
11122	1
2224	0
13836	1
8019	0
25150	1
27353	1
29775	1
10675	1
10972	1
8687	0
21361	1
26146	1
22511	0
6445	1
30177	1
27387	1
9530	1
21273	1
380	0
31332	1
18817	0
13216	1
9693	0
22740	1
25318	0
22429	1
31198	0
27747	0
10666	0
27550	0
30889	1
3451	0
25888	1
29482	0
1390	1
10668	0
4231	1
7876	0
11352	1
9210	0
11366	1
25781	1
30187	1
19925	1
20315	1
7369	1
1173	0
25507	0
7640	1
24378	1
5457	1
31588	0
5808	1
23830	0
30568	0
12471	1
15813	1
25962	0
31690	1
9870	0
21154	0
18637	1
27624	1
30621	0
1114	0
1069	0
32018	0
29449	0
17396	0
15804	1
14190	0
22771	0
24184	0
22784	0
308	0
18076	1
23408	0
9982	0
9587	0
26564	1
7568	0
289	1
29202	1
10730	0
9735	0
13514	1
14429	1
27615	0
29945	1
30902	1
13940	1
20192	1
10891	1
25810	1
18801	1
32474	0
11160	1
18541	1
2112	0
32270	1
181	0
14939	1
32468	0
27824	1
12942	1
9121	1
19006	1
32438	0
15303	0
4170	1
19795	0
9696	0
16804	1
23439	0
14086	0
15330	1
14484	0
22134	1
549	1
24002	1
7674	1
26015	1
13392	1
28643	0
10115	0
6634	0
18409	1
6635	1
17734	1
20226	0
23138	0
6044	1
7255	0
19728	1
5297	0
4615	0
26533	0
21675	1
6490	1
28458	1
4356	1
17378	0
3385	1
28420	1
1263	1
3322	0
18463	0
6654	1
5185	1
23129	1
17143	1
9127	1
12959	1
20889	1
32739	0
23905	1
25757	0
29631	1
11392	0
1151	1
23562	0
32597	1
18253	0
29154	0
21346	0
24029	0
17973	0
23173	1
12685	1
20413	1
4749	1
23168	0
26728	0
5354	0
3717	0
28155	0
14390	0
16262	1
10142	1
7860	1
5657	0
6541	1
27452	0
3777	0
18831	1
31638	0
14605	1
18646	1
13860	0
9386	1
25879	0
10097	0
5770	0
23714	1
3699	1
28734	0
28248	0
20265	0
12578	1
26183	1
10962	0
32584	0
30863	1
18340	0
1643	1
2	0
7550	0
22194	1
30138	1
14835	0
30798	1
13173	1
5232	0
29996	1
30278	0
16020	1
710	1
29879	0
26076	1
1896	0
18700	1
5241	0
10739	0
24923	0
19160	0
26962	0
5180	0
10976	0
20055	1
23077	1
7283	0
15576	0
5296	0
26061	1
21871	0
11819	0
1311	1
15179	1
13332	1
15328	1
12617	1
5716	1
24659	0
24782	1
1298	1
31741	1
19454	1
4132	1
26280	0
2744	1
941	0
28313	1
6530	1
13497	0
31427	0
8668	1
22575	0
16839	0
26476	1
26266	0
29437	0
11824	1
4588	1
7028	0
31455	0
26953	1
5207	0
1007	1
31479	0
26744	0
14511	1
432	0
28360	0
26308	1
27826	0
771	0
18841	0
4704	1
28091	1
2821	1
29578	1
17004	1
25428	0
1913	1
16361	0
13144	1
21066	0
5713	1
31004	0
13835	0
23334	1
20692	1
28951	1
32605	1
31375	1
15737	0
23308	1
32268	0
18227	1
3452	1
2020	1
18595	0
15097	0
31620	1
17295	1
26729	1
2707	1
2734	0
29402	0
10368	0
19687	1
17134	0
30666	0
24454	0
4851	1
27728	1
15983	1
30957	0
24630	0
5498	0
18876	1
17064	1
28485	1
32615	0
12712	1
29838	0
9235	0
14315	0
6566	1
14396	0
19620	0
9209	1
10183	1
31780	0
12946	0
22956	0
26578	0
14476	1
25443	1
