24077	1
28635	1
21710	0
11376	0
5811	0
28457	0
26123	1
10120	1
22571	0
15884	0
27891	1
31144	1
26727	1
7653	0
3907	0
29072	1
9505	1
28822	1
16635	1
30852	1
25037	0
19095	0
1057	1
1187	0
11182	0
28214	0
19604	1
4961	0
25562	0
1516	0
31652	0
10028	0
10629	1
2799	0
23294	1
11189	0
20588	1
13010	1
31080	0
20957	1
21352	1
12142	1
22287	1
8015	0
17407	1
32624	0
9149	1
26347	0
26729	1
13117	0
12135	0
29597	0
23414	1
6408	1
9538	0
23406	0
30912	1
14441	1
3192	1
28053	1
24900	0
27900	1
30974	1
21481	1
5333	1
32167	0
25903	0
17365	0
22138	0
15159	1
25117	0
7182	1
23148	1
23636	0
22006	0
1225	0
11426	0
32535	0
26377	0
19892	0
3315	1
17089	1
15198	1
5594	0
15070	0
487	1
14449	1
16010	1
10758	0
3091	0
11646	1
8107	1
28020	0
2916	0
3700	0
24923	0
28154	1
6147	1
14730	1
861	0
1978	1
27433	1
15484	0
5312	1
12233	0
9153	1
18867	0
15940	1
21566	1
13144	1
21822	1
2791	0
15993	1
1329	0
5260	0
14796	1
22941	1
25485	0
21551	0
14561	0
26638	0
14554	1
24243	0
32592	1
7511	1
12615	1
28463	1
1632	0
31871	1
3224	1
12373	0
31794	0
746	1
18329	0
418	1
21600	1
29011	1
13723	1
29536	0
31346	0
19323	1
1056	0
4425	0
31877	0
3830	1
24962	0
11863	1
6906	0
20919	1
27439	0
13172	1
29410	1
25321	1
7382	1
2864	1
29431	0
8759	1
7662	0
29608	1
3658	0
15771	1
13944	0
3560	1
17020	1
21694	0
7956	0
24196	1
26417	1
16786	1
6267	0
26114	0
18319	1
11940	1
13643	1
10755	1
29429	1
25527	0
12522	1
16684	0
26660	1
15191	1
31966	0
27378	1
23416	0
14912	0
12185	0
24579	1
11470	0
2407	0
19315	1
4995	0
12549	1
31653	1
21628	0
31542	0
19091	1
24441	1
21868	0
28354	1
11979	1
28931	0
5802	0
27052	0
21378	0
8622	0
10771	0
23982	0
24561	1
25660	0
10888	1
22401	0
31711	0
3118	0
30607	1
3750	0
15070	0
9991	0
18532	0
3490	0
13965	1
26936	1
15165	0
11977	0
579	0
957	1
22009	1
26227	0
18675	1
24420	1
24129	1
5151	0
13466	0
28504	0
10256	1
30438	0
31423	1
20940	0
13523	0
20982	0
17728	0
16799	1
21726	1
4879	1
5716	0
19972	1
9733	1
14730	1
24568	0
26755	1
20510	1
30506	0
4588	1
5816	0
24382	1
17670	0
20990	1
4258	1
23761	1
13139	0
12915	1
5131	0
28618	0
31055	1
19618	1
23476	0
22116	1
7061	0
21135	0
20654	0
30339	0
22545	1
5004	1
17733	0
11311	0
379	1
17844	0
26337	0
27552	0
26290	1
7560	1
17756	0
16512	1
32708	0
20056	1
29872	0
28068	0
25832	1
12840	1
25543	1
7011	0
30954	0
22293	1
26680	0
24580	0
14758	0
29369	0
15485	0
1080	0
25061	0
22219	0
20114	0
2520	0
24041	0
24228	0
20814	1
20925	1
18796	0
14648	1
20565	0
20943	1
9334	1
20773	1
24765	0
23458	0
1698	1
21562	1
4690	1
8746	0
13476	1
4449	0
15651	0
30280	1
12435	1
3340	1
8958	1
12153	1
31251	1
4512	1
32487	1
6147	0
25465	0
1943	0
20514	0
27650	0
24623	1
30719	1
16471	1
1803	0
24832	1
19315	1
561	0
12464	0
17575	0
14178	0
10008	1
12997	0
20680	1
11034	0
30595	0
17607	1
1353	0
26291	0
16416	1
22800	1
17042	0
3265	0
11123	0
10713	1
8938	0
31047	1
25581	0
32018	1
9001	1
22112	1
3916	0
17126	1
19361	1
679	0
31267	0
18599	1
18207	0
5654	0
31765	1
21241	1
6670	1
4221	0
32434	0
20722	0
18022	0
11794	1
3694	1
16938	1
9946	1
8989	1
5873	1
1926	1
19917	0
26875	0
25153	0
13597	0
8601	0
26051	1
23933	0
14414	0
9886	1
32176	0
7875	1
16699	1
25446	0
7985	1
6015	1
26031	1
17911	1
28621	0
10109	1
22025	0
26413	0
6217	0
12197	0
10995	1
2839	1
15370	1
3688	1
26588	1
16814	1
30910	1
4562	0
27903	0
26040	0
18101	0
14655	0
27720	0
25952	0
20832	0
13461	1
32334	1
15877	1
13642	0
26176	0
28055	1
28809	1
9834	1
11600	1
9483	1
12538	0
11739	1
29198	1
18355	1
24590	0
14017	0
13963	0
18642	0
30681	0
30241	1
22086	0
16256	0
16344	0
25938	1
30340	0
12516	0
24496	0
12539	0
4507	1
6512	0
10865	0
16577	1
24634	1
26168	1
10344	1
32248	1
11059	1
26333	1
14738	0
3561	1
32207	1
1156	1
2392	1
28116	1
17292	0
30659	1
29325	1
25575	1
16994	0
18721	1
7476	0
29146	0
30770	0
11200	1
22187	0
19127	1
30051	0
31142	1
10648	0
528	0
22210	0
1128	1
18191	0
29814	0
6301	0
22588	0
9191	1
4809	0
28798	0
10410	0
12272	0
8060	0
25897	1
2867	1
4831	1
16282	0
28823	0
13418	0
7404	0
31148	1
19085	1
11190	1
18025	1
24010	0
10103	1
826	0
13054	1
8643	0
1104	1
27663	0
135	0
2864	1
5789	1
32138	0
1661	0
23320	1
29605	1
28698	1
19849	0
23104	0
1674	0
12175	0
1736	0
21724	0
23704	0
10223	1
29990	0
29592	0
2444	0
23994	0
5982	1
3307	0
27507	0
3167	0
16964	0
6856	1
24544	1
16643	1
9593	1
5622	0
17612	1
29053	0
31270	1
20603	1
4543	0
13354	0
26915	1
31166	1
4894	0
733	0
7897	0
22974	1
25355	1
23895	1
30201	0
12094	1
29802	1
29892	0
2951	1
31775	0
3847	1
8348	1
17664	1
27888	1
16105	0
8623	0
31391	0
13202	0
28001	1
25767	1
27054	0
15377	0
11555	0
6702	1
6810	0
2102	1
27636	0
32410	0
5231	1
4105	1
6102	0
9276	0
28610	1
15115	0
16999	1
30642	0
31826	1
18448	1
28312	1
7083	0
2430	0
10103	1
31032	0
9565	1
165	0
9914	1
6142	0
6659	1
31696	1
19278	1
16674	0
11177	0
26044	1
7249	1
9535	0
13391	1
5121	0
1576	1
20866	0
31264	1
8615	1
7474	0
6685	0
12307	1
5522	1
1996	0
13551	1
4568	0
5860	0
4572	0
6712	0
8388	0
32373	0
18040	1
13362	0
12526	0
31873	1
31048	1
15237	0
3707	0
29646	0
3387	0
26558	1
8230	1
26231	0
30767	0
30521	0
18772	0
6318	1
7202	1
10631	0
29535	1
28864	1
26902	1
21055	1
10746	1
2082	0
13280	0
28352	0
14448	1
15459	1
11834	1
4996	0
7500	1
4787	1
20545	1
26027	0
7740	1
6033	0
10211	0
6486	1
25020	1
23140	1
15709	0
12135	0
30977	0
8248	1
21541	0
31661	0
13770	1
22846	0
10209	0
35	0
791	1
12803	0
3977	1
26921	0
16936	0
1662	0
4908	0
23720	0
32341	0
8989	1
8811	0
26471	0
8075	1
23660	1
8143	0
24954	0
17512	0
6660	0
18933	1
11235	0
12275	1
9797	0
7622	1
9819	0
23161	0
14976	1
20908	0
4222	0
26873	1
4998	0
32471	0
31442	0
19622	1
7616	0
24271	1
29701	0
31763	0
4187	1
27933	1
32411	0
10237	0
16245	0
28876	0
9649	1
21508	1
4702	1
30452	0
26677	1
5622	1
17678	1
8564	0
558	0
21633	0
5107	0
8277	0
22983	0
10998	1
15224	1
26392	1
30076	0
4999	1
19995	1
10228	0
20181	0
7722	1
20587	1
9624	1
9675	1
13781	1
1373	1
3996	0
18739	1
24764	1
16924	1
22782	0
30941	1
19903	0
4071	1
9869	0
4035	0
5280	1
30177	0
19337	0
21390	1
